id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
9541,1,21,1,13.0,1,2,0,20131.0,160.0,275,0
9542,1,36,1,28.0,0,1,1,30654.0,13.0,83,0
9543,0,35,1,38.0,0,1,1,2630.0,122.0,42,1
9544,0,43,1,48.0,1,1,1,2630.0,157.0,250,0
9545,0,23,1,4.0,0,1,1,29963.0,124.0,297,0
9546,1,25,1,28.0,1,2,0,57160.0,152.0,150,0
9547,1,67,1,28.0,0,1,1,42781.0,122.0,131,0
9548,0,42,1,47.0,1,1,0,23513.0,124.0,274,0
9549,0,42,1,28.0,1,1,0,2630.0,124.0,178,0
9550,0,44,1,5.0,1,1,0,2630.0,124.0,61,0
9551,1,25,1,15.0,0,2,1,21059.0,160.0,131,0
9552,0,36,1,26.0,0,1,0,32285.0,124.0,212,0
9553,0,24,1,11.0,1,2,0,29352.0,152.0,253,0
9554,0,24,1,7.0,1,2,0,92428.0,152.0,207,0
9555,1,23,1,35.0,1,2,0,31330.0,160.0,249,0
9556,1,23,1,9.0,1,2,0,36353.0,152.0,214,0
9557,1,74,1,29.0,0,3,1,57086.0,26.0,196,0
9558,1,40,1,8.0,0,1,1,62278.0,124.0,194,0
9559,1,25,1,15.0,1,2,0,32829.0,151.0,155,0
9560,0,66,1,25.0,1,1,0,28143.0,124.0,197,0
9561,1,47,1,8.0,1,1,0,40674.0,7.0,111,0
9562,1,48,1,48.0,0,1,0,2630.0,118.0,89,0
9563,1,79,1,28.0,0,1,1,44570.0,26.0,137,1
9564,0,65,1,47.0,1,1,0,29441.0,124.0,64,0
9565,1,23,1,31.0,1,2,0,2630.0,152.0,270,0
9566,1,45,1,28.0,0,1,1,42513.0,154.0,150,0
9567,1,25,1,37.0,1,2,0,48513.0,152.0,277,0
9568,1,26,1,8.0,0,2,1,42609.0,152.0,111,0
9569,0,61,1,28.0,0,3,1,40177.0,26.0,31,1
9570,0,48,1,8.0,0,1,1,43705.0,157.0,35,1
9571,1,28,1,28.0,0,2,1,35022.0,160.0,244,0
9572,1,59,1,28.0,0,1,1,40910.0,124.0,92,0
9573,0,73,1,28.0,0,3,1,2630.0,156.0,181,1
9574,0,67,1,24.0,1,1,0,29688.0,8.0,107,0
9575,0,56,1,28.0,0,1,1,2630.0,26.0,267,1
9576,1,32,1,18.0,1,2,0,34356.0,152.0,240,0
9577,1,22,1,15.0,1,2,0,32050.0,152.0,77,0
9578,1,64,1,23.0,0,1,1,29067.0,26.0,16,0
9579,1,41,1,28.0,0,1,1,28827.0,25.0,45,1
9580,0,49,1,28.0,0,1,1,39505.0,26.0,150,0
9581,0,27,1,23.0,0,1,1,23521.0,163.0,256,0
9582,0,22,1,41.0,1,2,0,40201.0,152.0,111,0
9583,0,27,1,28.0,1,2,0,51554.0,152.0,174,0
9584,1,38,1,7.0,0,1,1,63558.0,26.0,132,0
9585,1,41,1,28.0,0,1,1,26722.0,125.0,286,1
9586,0,26,1,21.0,1,2,0,27652.0,152.0,270,0
9587,1,24,1,28.0,1,2,0,22191.0,152.0,174,0
9588,1,23,1,30.0,1,2,0,24148.0,152.0,141,0
9589,1,34,1,18.0,0,1,1,31581.0,131.0,98,1
9590,1,29,1,21.0,1,2,0,24404.0,26.0,272,0
9591,1,72,1,29.0,1,1,0,31895.0,26.0,272,0
9592,1,75,1,8.0,1,1,0,42577.0,124.0,45,0
9593,1,53,1,28.0,0,1,0,34873.0,152.0,139,0
9594,0,51,1,18.0,0,1,1,36497.0,26.0,260,0
9595,0,64,1,23.0,1,1,0,19814.0,124.0,149,0
9596,0,75,1,28.0,0,1,1,41014.0,156.0,239,0
9597,1,47,1,28.0,0,1,1,47266.0,26.0,278,0
9598,1,22,1,11.0,1,2,0,34194.0,152.0,187,0
9599,0,68,1,29.0,1,1,0,2630.0,124.0,264,0
9600,0,44,1,28.0,0,1,1,38797.0,124.0,284,1
9601,1,25,1,46.0,1,2,0,39070.0,152.0,65,0
9602,1,28,1,41.0,1,2,0,23702.0,152.0,241,0
9603,1,39,1,39.0,0,1,1,2630.0,124.0,144,0
9604,1,72,1,28.0,1,1,0,59801.0,26.0,112,0
9605,1,52,1,28.0,0,3,1,31332.0,26.0,129,1
9606,1,46,1,8.0,0,3,1,32398.0,156.0,285,0
9607,1,42,1,18.0,1,1,0,34301.0,26.0,76,0
9608,0,54,1,8.0,0,1,0,2630.0,157.0,135,0
9609,1,65,1,8.0,1,1,1,36429.0,124.0,89,0
9610,1,47,1,14.0,0,1,1,2630.0,156.0,30,1
9611,1,60,1,50.0,0,1,1,27640.0,8.0,286,0
9612,1,69,1,37.0,0,1,1,30811.0,26.0,245,0
9613,0,46,1,28.0,0,3,1,61900.0,26.0,266,1
9614,1,20,1,8.0,1,2,0,39931.0,160.0,245,0
9615,1,45,1,28.0,1,1,0,42503.0,26.0,54,0
9616,1,23,1,32.0,1,2,0,40580.0,152.0,154,0
9617,1,78,1,35.0,0,3,1,44584.0,157.0,11,0
9618,0,45,1,28.0,1,1,0,25852.0,122.0,104,0
9619,1,43,1,8.0,1,1,0,29440.0,19.0,12,0
9620,1,28,1,28.0,0,1,1,2630.0,157.0,279,1
9621,1,24,1,13.0,1,2,0,24682.0,152.0,145,0
9622,0,63,1,49.0,1,1,0,31739.0,124.0,145,0
9623,0,43,1,46.0,1,1,0,32821.0,124.0,18,0
9624,1,31,1,28.0,0,1,1,35335.0,154.0,35,0
9625,0,41,1,2.0,1,1,0,30511.0,124.0,140,0
9626,0,21,1,7.0,0,2,1,24653.0,160.0,141,0
9627,0,40,1,47.0,0,1,1,28029.0,26.0,53,0
9628,0,53,1,28.0,0,3,1,55888.0,26.0,85,0
9629,0,35,1,28.0,0,1,1,26306.0,124.0,87,1
9630,1,24,1,28.0,1,2,0,50155.0,152.0,238,0
9631,0,27,1,28.0,1,2,0,42471.0,152.0,184,0
9632,1,51,1,23.0,0,1,1,25222.0,26.0,285,1
9633,0,27,1,11.0,1,2,0,24055.0,152.0,168,0
9634,0,38,1,51.0,0,1,1,30391.0,124.0,205,1
9635,1,36,1,28.0,0,1,1,38541.0,154.0,14,0
9636,0,23,1,41.0,1,2,0,31868.0,152.0,72,0
9637,0,23,1,35.0,1,2,0,22740.0,152.0,16,0
9638,0,74,1,28.0,1,1,0,37142.0,122.0,271,0
9639,1,72,1,28.0,0,1,1,42411.0,155.0,56,0
9640,0,36,1,15.0,1,1,0,2630.0,124.0,108,0
9641,1,25,1,50.0,1,2,0,44213.0,152.0,32,0
9642,1,32,1,41.0,1,2,0,36074.0,152.0,64,0
9643,0,54,1,46.0,0,1,1,27816.0,124.0,293,0
9644,1,62,1,28.0,0,1,1,46342.0,156.0,48,0
9645,0,21,1,28.0,1,2,0,52792.0,152.0,223,0
9646,0,21,1,21.0,1,2,0,26918.0,152.0,257,0
9647,1,22,1,49.0,0,2,1,19038.0,152.0,46,0
9648,0,42,1,1.0,0,2,0,2630.0,1.0,191,0
9649,1,20,1,8.0,1,2,0,35561.0,160.0,46,0
9650,0,39,1,46.0,0,1,1,29747.0,26.0,82,0
9651,1,25,1,18.0,1,2,0,30817.0,152.0,259,0
9652,0,25,1,4.0,0,1,1,2630.0,156.0,288,0
9653,0,60,1,8.0,0,3,1,32108.0,154.0,256,1
9654,0,40,1,28.0,0,1,1,34097.0,163.0,46,1
9655,1,31,1,47.0,1,2,0,27405.0,152.0,182,0
9656,0,68,1,28.0,0,1,1,51568.0,26.0,244,1
9657,0,34,1,19.0,1,1,0,37308.0,124.0,291,0
9658,0,38,1,28.0,0,1,1,2630.0,124.0,218,1
9659,1,23,1,39.0,0,2,1,41941.0,152.0,74,0
9660,0,41,1,33.0,0,1,1,34870.0,124.0,67,0
9661,0,33,1,8.0,0,1,1,2630.0,156.0,10,1
9662,1,72,1,28.0,0,1,1,45428.0,26.0,77,1
9663,1,70,1,46.0,0,1,0,19812.0,26.0,142,0
9664,1,47,1,46.0,0,1,1,42940.0,26.0,102,0
9665,1,41,1,47.0,0,1,1,39560.0,154.0,216,1
9666,0,28,1,3.0,1,2,0,22233.0,152.0,44,0
9667,0,48,1,28.0,0,1,1,28336.0,26.0,157,0
9668,0,23,1,25.0,1,2,0,24631.0,152.0,263,0
9669,1,24,1,30.0,1,2,0,20229.0,152.0,253,0
9670,0,34,1,14.0,0,1,1,27359.0,124.0,58,0
9671,0,24,1,15.0,1,2,0,43686.0,152.0,133,0
9672,1,37,1,28.0,1,1,0,44890.0,26.0,262,0
9673,0,27,1,18.0,1,2,0,39994.0,152.0,229,0
9674,1,26,1,41.0,1,2,0,38167.0,152.0,114,0
9675,0,67,1,28.0,0,1,1,2630.0,124.0,29,0
9676,0,59,1,28.0,0,1,0,29997.0,26.0,272,0
9677,0,25,1,36.0,1,2,0,37964.0,152.0,88,0
9678,1,23,1,28.0,0,1,1,40501.0,124.0,18,0
9679,1,43,1,28.0,1,1,0,40619.0,124.0,49,0
9680,0,36,1,29.0,1,1,0,24464.0,124.0,167,0
9681,0,59,1,28.0,1,1,0,2630.0,124.0,190,0
9682,0,32,1,50.0,0,2,1,2630.0,156.0,17,0
9683,0,40,1,28.0,0,1,1,39264.0,122.0,150,0
9684,0,46,1,47.0,0,1,1,20339.0,124.0,44,0
9685,1,52,1,39.0,1,1,0,35064.0,26.0,128,0
9686,0,34,1,39.0,0,1,1,34294.0,26.0,163,1
9687,1,22,1,36.0,1,2,0,34242.0,152.0,70,0
9688,0,29,1,15.0,1,2,0,2630.0,153.0,180,0
9689,1,45,1,34.0,1,1,0,33489.0,26.0,237,0
9690,0,29,1,18.0,1,2,0,29867.0,152.0,48,0
9691,1,24,1,6.0,0,2,1,26335.0,152.0,235,0
9692,0,42,1,11.0,0,1,1,29168.0,120.0,41,0
9693,0,23,1,8.0,1,2,0,44345.0,152.0,166,0
9694,1,38,1,28.0,0,1,1,46081.0,124.0,167,0
9695,1,48,1,28.0,0,3,1,2630.0,26.0,207,1
9696,0,30,1,48.0,0,1,0,2630.0,154.0,191,0
9697,1,25,1,41.0,1,2,0,35948.0,152.0,231,0
9698,0,51,1,29.0,0,1,1,40861.0,124.0,164,1
9699,1,25,1,17.0,1,2,0,2630.0,152.0,250,0
9700,1,22,1,46.0,1,2,0,35363.0,152.0,213,0
9701,1,62,1,8.0,0,3,1,2630.0,157.0,14,1
9702,1,51,1,8.0,0,1,1,2630.0,156.0,76,0
9703,0,27,1,15.0,1,2,0,52014.0,152.0,279,0
9704,0,29,1,36.0,0,2,1,35083.0,152.0,247,0
9705,1,21,1,2.0,1,2,0,25728.0,152.0,223,0
9706,0,45,1,28.0,0,3,1,56426.0,124.0,131,0
9707,0,42,1,28.0,1,1,0,23173.0,152.0,234,0
9708,0,23,1,28.0,0,1,1,40868.0,26.0,37,1
9709,1,46,1,3.0,0,1,1,21658.0,26.0,34,1
9710,0,51,1,17.0,1,1,0,44428.0,124.0,295,0
9711,1,39,1,28.0,0,1,0,32279.0,122.0,294,0
9712,1,38,1,28.0,0,1,1,33203.0,156.0,248,1
9713,0,45,1,48.0,0,1,1,2630.0,124.0,257,0
9714,0,71,1,28.0,1,1,1,59810.0,26.0,285,0
9715,0,21,1,28.0,1,2,0,34733.0,152.0,184,0
9716,1,51,1,8.0,1,1,0,45023.0,124.0,65,0
9717,1,26,1,6.0,1,2,0,41457.0,152.0,279,0
9718,0,44,1,13.0,0,1,1,2630.0,156.0,178,0
9719,1,43,1,28.0,0,1,1,2630.0,26.0,38,1
9720,0,51,1,46.0,1,1,0,28984.0,124.0,234,0
9721,0,55,1,28.0,0,1,1,31133.0,26.0,219,0
9722,1,22,1,30.0,1,2,0,45729.0,152.0,237,0
9723,1,22,1,46.0,1,2,0,43977.0,26.0,90,0
9724,1,22,1,13.0,0,2,1,29779.0,152.0,34,0
9725,0,29,1,28.0,1,1,0,60745.0,26.0,250,0
9726,0,46,1,46.0,1,1,0,21205.0,26.0,190,0
9727,0,51,1,30.0,1,1,0,30077.0,152.0,236,0
9728,0,45,1,8.0,0,1,1,28217.0,124.0,165,0
9729,0,42,1,8.0,1,1,1,39754.0,26.0,66,0
9730,1,39,1,28.0,0,1,1,33219.0,122.0,69,0
9731,0,21,1,4.0,1,2,0,2630.0,160.0,186,0
9732,1,22,1,8.0,0,2,1,34767.0,152.0,87,0
9733,1,36,1,28.0,0,1,1,40394.0,26.0,49,0
9734,0,46,1,15.0,0,1,1,2630.0,124.0,100,1
9735,0,50,1,48.0,1,1,0,2630.0,26.0,183,0
9736,1,26,1,28.0,1,2,0,51871.0,152.0,284,0
9737,1,21,1,28.0,1,2,0,52844.0,152.0,21,0
9738,0,48,1,28.0,0,1,1,32174.0,124.0,228,0
9739,1,39,1,32.0,1,1,0,48916.0,124.0,182,0
9740,1,21,1,35.0,1,2,0,24949.0,160.0,103,0
9741,0,27,1,38.0,1,2,0,2630.0,152.0,287,0
9742,1,49,1,35.0,0,1,0,2630.0,89.0,200,0
9743,0,25,1,28.0,0,2,1,2630.0,160.0,90,0
9744,0,23,1,26.0,1,2,0,54322.0,152.0,45,0
9745,1,20,1,8.0,0,2,1,22015.0,160.0,278,0
9746,0,42,1,28.0,0,1,1,55108.0,26.0,183,0
9747,1,24,1,41.0,1,2,0,52220.0,152.0,198,0
9748,1,24,1,41.0,1,2,0,20456.0,152.0,172,0
9749,0,29,1,35.0,1,2,0,32660.0,152.0,159,0
9750,0,26,1,11.0,1,2,0,32947.0,152.0,197,0
9751,0,64,1,20.0,1,1,0,2630.0,124.0,166,0
9752,0,31,1,28.0,1,2,0,33923.0,152.0,188,0
9753,1,28,1,21.0,1,2,0,28594.0,152.0,11,0
9754,1,36,1,33.0,0,1,1,30041.0,26.0,45,1
9755,1,22,1,36.0,1,2,0,31026.0,160.0,83,0
9756,1,25,1,15.0,0,2,1,37873.0,152.0,20,0
9757,1,46,1,8.0,0,1,1,33958.0,7.0,155,1
9758,1,23,1,29.0,1,2,0,38505.0,152.0,150,0
9759,1,20,1,24.0,0,2,1,2630.0,160.0,250,0
9760,1,33,1,35.0,1,2,0,32014.0,152.0,267,0
9761,0,22,1,11.0,0,2,1,45011.0,124.0,54,0
9762,0,67,1,39.0,0,1,1,2630.0,124.0,62,0
9763,1,42,1,28.0,0,1,1,2630.0,156.0,103,0
9764,0,30,1,28.0,1,1,0,54080.0,26.0,192,0
9765,1,23,1,50.0,1,2,0,35273.0,152.0,98,0
9766,0,48,1,46.0,1,1,0,22122.0,124.0,282,0
9767,1,79,1,28.0,0,1,0,2630.0,156.0,220,0
9768,0,45,1,28.0,0,1,1,41078.0,124.0,17,0
9769,1,28,1,30.0,1,2,0,28265.0,152.0,296,0
9770,0,24,1,34.0,1,2,0,21522.0,152.0,271,0
9771,0,52,1,45.0,0,1,0,2630.0,124.0,266,0
9772,1,52,1,28.0,0,1,1,32048.0,125.0,38,0
9773,0,24,1,3.0,1,2,0,27554.0,124.0,284,0
9774,1,40,1,33.0,0,1,1,30377.0,154.0,161,1
9775,0,41,1,25.0,0,1,1,18419.0,26.0,34,0
9776,1,52,1,28.0,0,1,1,41772.0,122.0,157,0
9777,1,30,1,36.0,1,2,0,69154.0,152.0,270,0
9778,1,23,1,8.0,1,2,0,37918.0,160.0,241,0
9779,1,29,1,26.0,0,2,0,29092.0,152.0,19,0
9780,0,38,1,8.0,0,1,1,2630.0,156.0,109,0
9781,1,50,1,39.0,0,1,1,31676.0,26.0,83,1
9782,1,23,1,30.0,1,2,0,28590.0,152.0,184,0
9783,0,24,1,43.0,1,2,0,53733.0,152.0,86,0
9784,0,51,1,3.0,0,1,1,22437.0,26.0,230,1
9785,0,51,1,8.0,1,1,0,37688.0,124.0,205,0
9786,0,44,1,46.0,0,1,1,44595.0,124.0,128,0
9787,1,25,1,15.0,0,2,0,21850.0,152.0,14,0
9788,0,43,1,45.0,1,1,0,2630.0,26.0,180,0
9789,0,54,1,39.0,0,1,1,29314.0,26.0,113,0
9790,1,21,1,7.0,0,2,1,26403.0,152.0,133,0
9791,1,44,1,28.0,0,3,1,39047.0,26.0,31,1
9792,1,38,1,28.0,1,1,0,61298.0,61.0,140,0
9793,1,21,1,33.0,0,1,1,26950.0,124.0,168,1
9794,0,45,1,46.0,0,1,1,2630.0,154.0,159,1
9795,1,22,1,27.0,0,2,1,29483.0,152.0,112,0
9796,0,38,1,25.0,0,1,1,27570.0,157.0,274,1
9797,0,57,1,5.0,0,1,1,27586.0,26.0,288,0
9798,0,24,1,6.0,1,2,0,19959.0,152.0,86,0
9799,1,21,1,28.0,0,2,1,31882.0,152.0,19,0
9800,1,23,1,28.0,0,2,1,48491.0,152.0,192,0
9801,0,49,1,11.0,0,1,1,33475.0,124.0,126,0
9802,1,30,1,36.0,1,2,0,2630.0,151.0,15,0
9803,1,44,1,28.0,0,1,1,35456.0,26.0,279,0
9804,0,49,1,45.0,1,1,0,24416.0,26.0,217,0
9805,0,42,1,18.0,1,1,0,26663.0,124.0,46,0
9806,0,65,1,11.0,1,1,0,2630.0,120.0,257,0
9807,0,24,1,8.0,1,2,0,36533.0,152.0,96,0
9808,0,44,1,9.0,0,1,1,2630.0,156.0,194,0
9809,0,45,1,46.0,1,1,0,2630.0,11.0,223,0
9810,0,25,1,13.0,1,2,0,37334.0,152.0,60,0
9811,1,35,1,46.0,1,1,0,42245.0,152.0,46,0
9812,1,24,1,23.0,1,2,0,25161.0,152.0,233,0
9813,1,35,1,46.0,0,1,1,32857.0,156.0,237,0
9814,0,58,1,28.0,0,3,1,39234.0,55.0,233,0
9815,0,52,1,35.0,0,1,1,33581.0,124.0,171,1
9816,0,37,1,28.0,0,1,1,23730.0,26.0,213,0
9817,1,24,1,15.0,1,2,0,2630.0,152.0,226,0
9818,1,44,1,46.0,1,1,0,24604.0,152.0,101,0
9819,1,47,1,28.0,0,1,1,43829.0,124.0,44,1
9820,1,23,1,6.0,1,2,0,21551.0,152.0,281,0
9821,0,42,1,46.0,1,1,0,23119.0,124.0,122,0
9822,0,42,1,28.0,0,1,1,44797.0,4.0,278,0
9823,1,26,1,3.0,1,2,0,22059.0,152.0,66,0
9824,0,41,1,27.0,1,1,0,50663.0,124.0,167,0
9825,0,53,1,31.0,0,1,1,2630.0,26.0,194,0
9826,1,34,1,28.0,1,1,0,43682.0,26.0,83,0
9827,0,27,1,14.0,0,2,0,29035.0,152.0,90,0
9828,0,36,1,14.0,0,1,1,2630.0,157.0,137,1
9829,1,40,1,41.0,0,1,1,49614.0,124.0,33,0
9830,1,51,1,8.0,0,1,1,2630.0,26.0,147,0
9831,1,40,1,28.0,0,1,1,33877.0,26.0,45,0
9832,1,65,1,1.0,0,1,1,2630.0,124.0,120,0
9833,1,26,1,34.0,1,2,0,2630.0,26.0,121,0
9834,1,22,1,15.0,0,2,1,2630.0,160.0,81,0
9835,1,36,1,19.0,0,1,1,42082.0,124.0,60,0
9836,0,75,1,28.0,1,1,0,60700.0,26.0,117,0
9837,0,43,1,43.0,0,1,1,81423.0,26.0,263,0
9838,0,30,1,41.0,0,1,1,22460.0,154.0,173,0
9839,0,22,1,36.0,0,2,1,25366.0,152.0,161,0
9840,1,30,1,39.0,0,2,1,2630.0,160.0,220,0
9841,0,52,1,36.0,0,1,1,40382.0,160.0,97,0
9842,1,30,1,28.0,0,2,1,55705.0,122.0,264,1
9843,0,47,1,3.0,0,1,1,21162.0,124.0,208,0
9844,0,44,1,46.0,0,1,1,27616.0,26.0,279,0
9845,0,25,1,45.0,1,2,0,32157.0,152.0,59,0
9846,0,26,1,11.0,1,2,0,29283.0,152.0,259,0
9847,1,23,1,28.0,1,2,0,38813.0,152.0,197,0
9848,0,41,1,22.0,0,1,0,25129.0,124.0,230,0
9849,0,76,1,44.0,0,1,1,2630.0,26.0,137,0
9850,1,36,1,23.0,0,1,1,2630.0,157.0,113,1
9851,0,46,1,28.0,1,1,0,45359.0,122.0,29,0
9852,0,35,1,28.0,0,1,1,35469.0,163.0,83,1
9853,1,38,1,33.0,0,3,1,2630.0,26.0,144,0
9854,1,26,1,35.0,1,2,0,25905.0,152.0,24,0
9855,1,43,1,11.0,0,1,1,23264.0,120.0,14,0
9856,0,53,1,46.0,1,1,0,22687.0,26.0,44,0
9857,0,61,1,46.0,1,1,0,52367.0,122.0,67,0
9858,0,27,1,25.0,1,2,0,26324.0,152.0,151,0
9859,1,24,1,8.0,0,2,1,59749.0,152.0,176,0
9860,0,25,1,43.0,1,2,0,30303.0,152.0,274,0
9861,1,51,1,2.0,0,1,1,34469.0,124.0,114,1
9862,1,29,1,28.0,1,2,0,57087.0,152.0,184,0
9863,0,36,1,38.0,0,1,1,2630.0,124.0,237,0
9864,0,37,1,35.0,0,1,1,32895.0,124.0,91,1
9865,1,24,1,15.0,1,2,1,28631.0,152.0,296,0
9866,1,25,1,28.0,1,2,0,26614.0,152.0,151,0
9867,1,21,1,36.0,1,2,0,35155.0,160.0,139,0
9868,1,25,1,11.0,1,2,0,26614.0,151.0,234,0
9869,0,25,1,28.0,0,2,1,30055.0,152.0,161,0
9870,0,22,1,50.0,1,2,0,30220.0,26.0,142,0
9871,0,77,1,28.0,0,1,0,55986.0,26.0,176,0
9872,1,28,1,33.0,1,2,0,2630.0,152.0,157,0
9873,0,33,1,28.0,0,1,1,29506.0,4.0,257,0
9874,0,43,1,28.0,0,1,1,38287.0,124.0,210,0
9875,0,29,1,36.0,0,1,1,2630.0,156.0,48,1
9876,1,22,1,49.0,0,2,1,36314.0,160.0,255,0
9877,0,40,1,41.0,0,1,1,19659.0,152.0,180,1
9878,1,50,1,29.0,0,1,1,2630.0,26.0,219,1
9879,0,78,1,28.0,0,1,1,38907.0,26.0,211,0
9880,1,46,1,39.0,1,1,0,2630.0,124.0,198,0
9881,1,22,1,14.0,1,2,0,26214.0,152.0,98,0
9882,1,23,1,12.0,1,2,0,50801.0,152.0,119,0
9883,0,42,1,8.0,0,1,1,2630.0,124.0,144,0
9884,1,30,1,21.0,1,2,0,28276.0,152.0,200,0
9885,0,48,1,28.0,1,1,0,2630.0,124.0,294,0
9886,0,41,1,28.0,0,3,1,2630.0,26.0,71,1
9887,0,24,1,11.0,1,2,0,34764.0,152.0,261,0
9888,0,23,1,36.0,1,2,0,2630.0,152.0,132,0
9889,0,41,1,28.0,0,1,1,39276.0,124.0,128,1
9890,1,26,1,12.0,0,2,0,27191.0,152.0,58,0
9891,0,48,1,29.0,0,1,1,2630.0,124.0,114,1
9892,0,25,1,36.0,1,2,0,35095.0,152.0,94,0
9893,1,41,1,17.0,1,1,0,22015.0,124.0,140,0
9894,0,35,1,29.0,1,1,0,24832.0,156.0,77,0
9895,1,29,1,18.0,1,2,0,26505.0,152.0,76,0
9896,0,61,1,14.0,0,1,0,33335.0,124.0,243,0
9897,0,77,1,28.0,0,2,1,41622.0,122.0,117,0
9898,0,68,1,10.0,1,1,0,37039.0,124.0,187,0
9899,1,30,1,4.0,0,1,1,32147.0,156.0,128,0
9900,1,60,1,12.0,1,1,0,2630.0,124.0,10,0
9901,1,71,1,50.0,1,1,0,30308.0,26.0,288,0
9902,1,43,1,8.0,0,1,1,32405.0,124.0,268,1
9903,1,56,1,28.0,0,1,1,39162.0,26.0,216,0
9904,0,23,1,8.0,1,2,0,40726.0,152.0,60,0
9905,0,36,1,46.0,1,1,0,33548.0,26.0,220,0
9906,0,37,1,28.0,0,1,1,33541.0,163.0,251,1
9907,1,40,1,28.0,1,1,0,34092.0,26.0,211,0
9908,0,54,1,22.0,0,1,1,33555.0,30.0,220,0
9909,1,33,1,46.0,1,2,0,22176.0,152.0,124,0
9910,1,28,1,30.0,1,2,0,22801.0,152.0,273,0
9911,1,29,1,28.0,1,1,1,2630.0,156.0,217,0
9912,1,26,1,28.0,1,2,0,52266.0,152.0,178,0
9913,1,31,1,8.0,0,2,1,51422.0,26.0,39,0
9914,0,28,1,8.0,1,2,0,22088.0,152.0,38,0
9915,0,76,1,28.0,1,1,0,31967.0,61.0,251,0
9916,1,60,1,28.0,0,1,1,49381.0,13.0,62,0
9917,0,39,1,46.0,0,1,1,20538.0,156.0,212,1
9918,1,53,1,28.0,1,1,0,2630.0,26.0,152,0
9919,0,61,1,15.0,0,3,1,38636.0,124.0,125,0
9920,1,40,1,39.0,0,1,1,35056.0,124.0,289,1
9921,0,27,1,29.0,0,1,1,2630.0,156.0,177,1
9922,1,21,1,46.0,1,2,0,24896.0,160.0,69,0
9923,0,27,1,8.0,1,2,0,53906.0,152.0,286,0
9924,0,36,1,46.0,0,1,1,25766.0,124.0,39,0
9925,1,62,1,28.0,0,1,1,41777.0,26.0,282,1
9926,1,51,1,28.0,0,1,1,27915.0,124.0,68,0
9927,1,34,1,39.0,0,1,1,2630.0,156.0,202,1
9928,1,35,1,8.0,0,1,1,42945.0,124.0,197,1
9929,0,24,1,47.0,1,2,0,30399.0,152.0,61,0
9930,1,37,1,28.0,0,1,1,27806.0,124.0,276,0
9931,1,24,1,29.0,1,2,0,31023.0,152.0,199,0
9932,1,45,1,28.0,0,1,1,31923.0,124.0,18,1
9933,0,32,1,28.0,1,2,0,41229.0,152.0,283,0
9934,0,48,1,8.0,1,1,0,2630.0,26.0,226,0
9935,1,49,1,28.0,1,1,0,51482.0,26.0,224,0
9936,1,40,1,46.0,0,1,1,38995.0,156.0,157,0
9937,1,24,1,50.0,0,2,1,37500.0,152.0,149,0
9938,1,26,1,8.0,1,2,0,71712.0,152.0,22,0
9939,0,24,1,48.0,1,2,0,2630.0,152.0,244,0
9940,0,46,1,8.0,0,1,1,32986.0,124.0,157,1
9941,1,67,1,18.0,1,1,0,33841.0,60.0,206,0
9942,0,22,1,13.0,0,2,1,24082.0,152.0,87,0
9943,0,26,1,25.0,1,2,0,23539.0,152.0,50,0
9944,0,48,1,20.0,0,1,1,2630.0,124.0,161,1
9945,1,45,1,28.0,0,1,1,57709.0,124.0,129,0
9946,0,24,1,47.0,1,1,0,2630.0,156.0,255,0
9947,1,42,1,28.0,0,1,1,39171.0,26.0,188,0
9948,0,25,1,6.0,1,2,0,26535.0,151.0,157,0
9949,1,51,1,35.0,1,1,0,35197.0,124.0,11,0
9950,0,46,1,36.0,1,1,0,28896.0,124.0,217,0
9951,0,26,1,29.0,1,2,0,31693.0,152.0,37,0
9952,1,48,1,47.0,0,1,1,2630.0,157.0,37,1
9953,0,41,1,41.0,1,1,0,36432.0,124.0,21,0
9954,0,35,1,28.0,0,1,1,2630.0,156.0,131,0
9955,0,21,1,35.0,1,2,0,37468.0,152.0,130,0
9956,0,41,1,12.0,0,1,1,27540.0,26.0,29,1
9957,0,45,1,43.0,1,1,0,39680.0,124.0,184,0
9958,0,49,1,28.0,0,1,1,42494.0,124.0,261,0
9959,0,37,1,8.0,0,3,1,2630.0,156.0,33,0
9960,1,31,1,28.0,1,2,0,48484.0,152.0,139,0
9961,1,56,1,15.0,0,1,1,41085.0,124.0,238,0
9962,0,26,1,6.0,1,2,0,31620.0,152.0,48,0
9963,0,26,1,4.0,1,2,0,22040.0,152.0,266,0
9964,1,49,1,33.0,1,1,0,27736.0,26.0,180,0
9965,0,60,1,3.0,0,1,1,33110.0,7.0,158,0
9966,0,22,1,30.0,0,2,1,29665.0,152.0,185,0
9967,1,49,1,28.0,0,1,1,2630.0,157.0,156,0
9968,0,35,1,8.0,0,1,1,2630.0,157.0,226,1
9969,0,22,1,43.0,1,2,0,2630.0,152.0,234,0
9970,1,31,1,46.0,0,2,1,20739.0,152.0,57,0
9971,0,47,1,46.0,0,1,1,32922.0,124.0,159,0
9972,0,46,1,28.0,0,1,1,36923.0,124.0,59,0
9973,1,48,1,27.0,0,1,1,34900.0,124.0,153,0
9974,1,34,1,28.0,0,1,1,37542.0,122.0,124,0
9975,0,41,1,28.0,1,1,0,30467.0,13.0,270,0
